ID	BA_LONG_NAME	BA_TYPE	AREA_ID	AREA_TYPE	FIELD_NAME	WELL_NAME	UWI	TITLE	CREATOR_NAME	CREATE_DATE	MEDIA_TYPE	DOCUMENT_TYPE	ITEM_CATEGORY	ITEM_SUB_CATEGORY	PAGE_COUNT	REMARK	DATA_STORE_NAME	DATA_STORE_TYPE	SOURCE	QC_STATUS	CHECKED_BY_BA_ID
2941	Example Co.	UNIVERSITAS	2552	WILAYAH KERJA	Tuban	BN-2	-	Well Testing and Analysis	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	HSSE	HEALTH, SAFETY, ENVIRONMENT	89.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	3882
2942	PT Fake	BADAN USAHA	4134	WILAYAH KERJA	Mahakam	BN-2	-	Drilling and Completion Practices in Oil and Gas Wells	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PENGUJIAN SUMUR	ANALISA FLUIDA	25.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	1246
2943	PT Oil	BADAN USAHA	3658	WILAYAH KERJA	Tuban	BN-8	-	Reservoir Characterization and Modeling	PT Gas	2024-03-08 00:00:00	KERTAS	KEUANGAN	HSSE	HEALTH, SAFETY, ENVIRONMENT	84.00000	-	-	RACK	-	TERVERIFIKASI	6368
2944	PT Example	BADAN USAHA	1359	WILAYAH KERJA	Sampang	BN-5	-	Enhanced Oil Recovery (EOR) Techniques	Example Co.	2024-03-08 00:00:00	FILM	KEUANGAN	LAPORAN LAINYA	LAPORAN LAINYA	62.00000	-	-	ENVELOPE	-	TERVERIFIKASI	2238
2945	Example Co.	BADAN USAHA	3843	WILAYAH KERJA	Mahakam	BN-5	-	Petroleum Geology and Exploration Methods	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	96.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	7123
2946	PT Oil	BADAN USAHA	2509	WILAYAH KERJA	Jambi-Merang	BN-6	-	Reservoir Characterization and Modeling	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PENGEBORAN	LAPORAN BIAYA	43.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	5597
2947	PT Oil	BENTUK USAHA TETAP	617	WILAYAH KERJA	Cepu	BN-8	-	Enhanced Oil Recovery (EOR) Techniques	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	ASPEK KEGEOLOGIAN	CORE PHOTOGRAPHY	39.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	4724
2948	PT Fake	UNIVERSITAS	2019	WILAYAH KERJA	Jambi-Merang	BN-2	-	Formation Evaluation and Petrophysical Analysis	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	EKSPLORASI & AKUISISI	DATA EKSPLORASI	26.00000	-	-	SHELF	-	TERVERIFIKASI	1483
2949	PT Fake	UNIT PELAKSANA	2442	WILAYAH KERJA	Tuban	BN-7	-	Drilling and Completion Practices in Oil and Gas Wells	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PENGEBORAN	COMPLETION	71.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	3850
2950	Example Co.	BENTUK USAHA TETAP	3640	WILAYAH KERJA	Jambi-Merang	BN-7	-	Well Testing and Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	HSSE	OPERATIONAL INCIDENT REPORT	49.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	7658
2951	PT Gas	UNIT PELAKSANA	1594	WILAYAH KERJA	Sampang	BN-6	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	EKSPLORASI & AKUISISI	DATA EKSPLORASI	35.00000	-	-	RACK	-	TERVERIFIKASI	6746
2952	PT Gas	UNIVERSITAS	358	WILAYAH KERJA	Rokan	BN-5	-	Production Optimization Strategies	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	HSSE	OPERATIONAL INCIDENT REPORT	81.00000	-	-	SHELF	-	TERVERIFIKASI	5213
2953	PT Oil	UNIVERSITAS	1325	WILAYAH KERJA	Arun	BN-1	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	FILM	KEUANGAN	PERSIAPAN PEMBORAN	PLAN OF DEVELOPMENT/POD	78.00000	-	-	ENVELOPE	-	TERVERIFIKASI	5079
2954	PT Oil	UNIT PELAKSANA	3677	WILAYAH KERJA	Jambi-Merang	BN-8	-	Reservoir Characterization and Modeling	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PRODUKSI	UJI PRODUKSI	36.00000	-	-	ENVELOPE	-	TERVERIFIKASI	8900
2955	PT Fake	UNIVERSITAS	2191	WILAYAH KERJA	Sampang	BN-1	-	Formation Evaluation and Petrophysical Analysis	PT Example	2024-03-08 00:00:00	FILM	KEUANGAN	PENGEBORAN	LAPORAN BIAYA	88.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	7966
2956	PT Gas	BENTUK USAHA TETAP	3550	WILAYAH KERJA	Attaka	BN-8	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	KERJA ULANG	WORK OVER & WELL SERVICE	84.00000	-	-	SHELF	-	TERVERIFIKASI	2131
2957	PT Fake	UNIVERSITAS	4586	WILAYAH KERJA	Jambi-Merang	BN-8	-	Reservoir Management and Field Development Plans	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	HSSE	OPERATIONAL INCIDENT REPORT	66.00000	-	-	ENVELOPE	-	TERVERIFIKASI	4565
2958	PT Example	UNIVERSITAS	4021	WILAYAH KERJA	Cepu	BN-5	-	Well Testing and Analysis	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PENGEBORAN	PROGRAM/USULAN PENGEBORAN	75.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	8851
2959	Example Co.	UNIVERSITAS	1692	WILAYAH KERJA	Jambi-Merang	BN-4	-	Drilling and Completion Practices in Oil and Gas Wells	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	KERJA ULANG	WORK OVER & WELL SERVICE	74.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	3997
2960	PT Gas	BADAN USAHA	496	WILAYAH KERJA	Mahakam	BN-8	-	Drilling and Completion Practices in Oil and Gas Wells	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	PRODUKSI	UJI PRODUKSI	76.00000	-	-	SHELF	-	TERVERIFIKASI	1570
2961	Example Co.	UNIT PELAKSANA	4571	WILAYAH KERJA	Duri	BN-1	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PERSIAPAN PONDASI LOKASI SUMUR	48.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	4851
2962	PT Fake	UNIT PELAKSANA	1425	WILAYAH KERJA	Sampang	BN-3	-	Petroleum Geology and Exploration Methods	Example Co.	2024-03-08 00:00:00	FILM	KEUANGAN	KERJA ULANG	REPARASI SUMUR	60.00000	-	-	RACK	-	TERVERIFIKASI	5644
2963	PT Example	BENTUK USAHA TETAP	1918	WILAYAH KERJA	Duri	BN-7	-	Formation Evaluation and Petrophysical Analysis	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	HSSE	OPERATIONAL INCIDENT REPORT	51.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	9578
2964	PT Example	UNIVERSITAS	2684	WILAYAH KERJA	Sampang	BN-2	-	Reservoir Management and Field Development Plans	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	KERJA ULANG	REPARASI SUMUR	81.00000	-	-	RACK	-	TERVERIFIKASI	3694
2965	PT Fake	BADAN USAHA	2728	WILAYAH KERJA	Cepu	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	PENGUJIAN SUMUR	ANALISA PVT	70.00000	-	-	ENVELOPE	-	TERVERIFIKASI	7658
2966	PT Fake	UNIVERSITAS	3111	WILAYAH KERJA	Mahakam	BN-8	-	Enhanced Oil Recovery (EOR) Techniques	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	PRODUKSI	LAPORAN PRODUKSI	27.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	3094
2967	PT Oil	UNIVERSITAS	982	WILAYAH KERJA	Sampang	BN-6	-	Formation Evaluation and Petrophysical Analysis	PT Fake	2024-03-08 00:00:00	KERTAS	KEUANGAN	ASPEK KEGEOLOGIAN	ROUTINE CORE ANALYSIS	73.00000	-	-	SHELF	-	TERVERIFIKASI	6081
2968	Example Co.	UNIT PELAKSANA	1851	WILAYAH KERJA	Attaka	BN-2	-	Reservoir Simulation and Forecasting	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	HSSE	HEALTH, SAFETY, ENVIRONMENT	70.00000	-	-	BOX	-	TERVERIFIKASI	7266
2969	PT Oil	BADAN USAHA	4342	WILAYAH KERJA	Jambi-Merang	BN-8	-	Petroleum Geology and Exploration Methods	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	ANALISA FORMASI	EVALUASI FORMASI	72.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	3781
2970	PT Oil	BENTUK USAHA TETAP	4097	WILAYAH KERJA	Sampang	BN-3	-	Reservoir Characterization and Modeling	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	LAPORAN LAINYA	LAPORAN LAINYA	82.00000	-	-	ENVELOPE	-	TERVERIFIKASI	7971
2971	PT Oil	UNIT PELAKSANA	1704	WILAYAH KERJA	Mahakam	BN-2	-	Fluid Flow Analysis in Petroleum Systems	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	KERJA ULANG	REPARASI SUMUR	55.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	5975
2972	Example Co.	BENTUK USAHA TETAP	1299	WILAYAH KERJA	Duri	BN-3	-	Petroleum Geology and Exploration Methods	PT Gas	2024-03-08 00:00:00	FILM	KEUANGAN	HSSE	OPERATIONAL INCIDENT REPORT	45.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	8604
2973	PT Oil	UNIT PELAKSANA	3308	WILAYAH KERJA	Minas	BN-1	-	Petroleum Geology and Exploration Methods	PT Example	2024-03-08 00:00:00	KERTAS	KEUANGAN	PENGUJIAN SUMUR	LAPORAN/ANALISA PERCONTOH	63.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	3417
2974	PT Oil	UNIT PELAKSANA	1862	WILAYAH KERJA	Sampang	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	HSSE	HEALTH, SAFETY, ENVIRONMENT	73.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	3363
2975	PT Oil	UNIVERSITAS	4621	WILAYAH KERJA	Tuban	BN-7	-	Production Optimization Strategies	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	EKSPLORASI & AKUISISI	DATA EKSPLORASI	62.00000	-	-	ENVELOPE	-	TERVERIFIKASI	2678
2976	PT Fake	BENTUK USAHA TETAP	1014	WILAYAH KERJA	Cepu	BN-2	-	Well Testing and Analysis	Example Co.	2024-03-08 00:00:00	KERTAS	KEUANGAN	EKSPLORASI & AKUISISI	DATA EKSPLORASI	94.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	4755
2977	PT Fake	UNIVERSITAS	4270	WILAYAH KERJA	Mahakam	BN-6	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	93.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	4659
2978	Example Co.	BENTUK USAHA TETAP	3682	WILAYAH KERJA	Cepu	BN-4	-	Petroleum Geology and Exploration Methods	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	30.00000	-	-	SHELF	-	TERVERIFIKASI	9413
2979	PT Gas	UNIT PELAKSANA	2027	WILAYAH KERJA	Rokan	BN-6	-	Well Testing and Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PRODUKSI	UJI PRODUKSI	90.00000	-	-	BOX	-	TERVERIFIKASI	5069
2980	PT Example	BADAN USAHA	2749	WILAYAH KERJA	Cepu	BN-4	-	Production Optimization Strategies	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PENGEBORAN	DAILY OPERATIONAL REPORT	63.00000	-	-	SHELF	-	TERVERIFIKASI	6859
2981	PT Oil	BADAN USAHA	4731	WILAYAH KERJA	Minas	BN-5	-	Reservoir Characterization and Modeling	PT Example	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	LAPORAN AKHIR	DATA & RIWAYAT SUMUR	85.00000	-	-	ENVELOPE	-	TERVERIFIKASI	1391
2982	Example Co.	UNIT PELAKSANA	2245	WILAYAH KERJA	Rokan	BN-4	-	Fluid Flow Analysis in Petroleum Systems	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	PERSIAPAN PEMBORAN	PERSIAPAN PONDASI LOKASI SUMUR	88.00000	-	-	RACK	-	TERVERIFIKASI	5903
2983	PT Example	BADAN USAHA	1506	WILAYAH KERJA	Mahakam	BN-8	-	Reservoir Simulation and Forecasting	PT Example	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	LAPORAN AKHIR	ABANDONED AND PLUG	39.00000	-	-	ENVELOPE	-	TERVERIFIKASI	3224
2984	PT Fake	BENTUK USAHA TETAP	2239	WILAYAH KERJA	Tuban	BN-1	-	Enhanced Oil Recovery (EOR) Techniques	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PRODUKSI	DESAIN PRODUKSI	99.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	2120
2985	PT Fake	UNIT PELAKSANA	4360	WILAYAH KERJA	Minas	BN-8	-	Petroleum Geology and Exploration Methods	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PENGEBORAN	COMPLETION	66.00000	-	-	BOX	-	TERVERIFIKASI	4992
2986	PT Fake	BENTUK USAHA TETAP	2643	WILAYAH KERJA	Rokan	BN-5	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	LAPORAN AKHIR	DATA & RIWAYAT SUMUR	84.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	4832
2987	Example Co.	UNIT PELAKSANA	4366	WILAYAH KERJA	Arun	BN-8	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	KERJA ULANG	WORK OVER & WELL SERVICE	92.00000	-	-	ENVELOPE	-	TERVERIFIKASI	9880
2988	Example Co.	UNIVERSITAS	3691	WILAYAH KERJA	Tuban	BN-5	-	Drilling and Completion Practices in Oil and Gas Wells	PT Example	2024-03-08 00:00:00	KERTAS	KEUANGAN	LAPORAN AKHIR	ABANDONED AND PLUG	73.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	7972
2989	PT Gas	UNIT PELAKSANA	363	WILAYAH KERJA	Cepu	BN-8	-	Petroleum Geology and Exploration Methods	PT Fake	2024-03-08 00:00:00	FILM	KEUANGAN	ANALISA FORMASI	ANALISA PETROFISIKA	33.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	1349
2990	Example Co.	UNIT PELAKSANA	1263	WILAYAH KERJA	Sampang	BN-1	-	Reservoir Characterization and Modeling	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PLAN OF FURTHER DEVELOPMENT/POFD	34.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	2563
2991	PT Example	UNIVERSITAS	2919	WILAYAH KERJA	Attaka	BN-2	-	Reservoir Characterization and Modeling	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PENGEBORAN	DAILY GEOLOGICAL REPORT	52.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	1707
2992	PT Fake	UNIT PELAKSANA	1823	WILAYAH KERJA	Rokan	BN-7	-	Reservoir Management and Field Development Plans	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	LAPORAN AKHIR	ABANDONED AND PLUG	48.00000	-	-	SHELF	-	TERVERIFIKASI	3110
2993	PT Example	UNIT PELAKSANA	2519	WILAYAH KERJA	Minas	BN-1	-	Reservoir Characterization and Modeling	PT Oil	2024-03-08 00:00:00	KERTAS	KEUANGAN	PENGEBORAN	LUMPUR DAN MATERIAL	78.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	4708
2994	PT Oil	BADAN USAHA	2441	WILAYAH KERJA	Arun	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	ASPEK KEGEOLOGIAN	PETROGRAFI	48.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	9044
2995	PT Gas	BADAN USAHA	4311	WILAYAH KERJA	Jambi-Merang	BN-8	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	ANALISA FORMASI	MASTER LOG	85.00000	-	-	BOX	-	TERVERIFIKASI	2918
2996	PT Gas	BENTUK USAHA TETAP	4449	WILAYAH KERJA	Minas	BN-6	-	Fluid Flow Analysis in Petroleum Systems	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	LAPORAN AKHIR	ABANDONED AND PLUG	51.00000	-	-	SHELF	-	TERVERIFIKASI	7730
2997	PT Fake	UNIVERSITAS	4240	WILAYAH KERJA	Minas	BN-4	-	Reservoir Simulation and Forecasting	PT Oil	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	ANALISA FORMASI	MASTER LOG	36.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	9781
2998	Example Co.	BENTUK USAHA TETAP	4634	WILAYAH KERJA	Cepu	BN-4	-	Reservoir Management and Field Development Plans	PT Oil	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	LAPORAN LAINYA	LAPORAN LAINYA	82.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	5177
2999	PT Example	BADAN USAHA	1734	WILAYAH KERJA	Jambi-Merang	BN-1	-	Reservoir Management and Field Development Plans	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	LAPORAN AKHIR	ABANDONED AND PLUG	85.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	5097
3000	Example Co.	UNIVERSITAS	3620	WILAYAH KERJA	Jambi-Merang	BN-6	-	Drilling and Completion Practices in Oil and Gas Wells	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PENGEBORAN	LUMPUR DAN MATERIAL	37.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	1148
3001	PT Fake	BENTUK USAHA TETAP	3472	WILAYAH KERJA	Tuban	BN-6	-	Petroleum Geology and Exploration Methods	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PRODUKSI	FASILITAS PRODUKSI	58.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	5094
3002	PT Oil	UNIVERSITAS	3722	WILAYAH KERJA	Minas	BN-8	-	Production Optimization Strategies	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	88.00000	-	-	RACK	-	TERVERIFIKASI	2825
3003	PT Fake	BENTUK USAHA TETAP	3135	WILAYAH KERJA	Attaka	BN-8	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	ASPEK KEGEOLOGIAN	PETROGRAFI	32.00000	-	-	SHELF	-	TERVERIFIKASI	4227
3004	PT Fake	BENTUK USAHA TETAP	762	WILAYAH KERJA	Tuban	BN-7	-	Enhanced Oil Recovery (EOR) Techniques	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	HSSE	HEALTH, SAFETY, ENVIRONMENT	30.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	4465
3005	PT Oil	UNIVERSITAS	3772	WILAYAH KERJA	Arun	BN-5	-	Drilling and Completion Practices in Oil and Gas Wells	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PERSIAPAN PEMBORAN	PLAN OF DEVELOPMENT/POD	99.00000	-	-	ENVELOPE	-	TERVERIFIKASI	1699
3006	PT Oil	BADAN USAHA	4188	WILAYAH KERJA	Arun	BN-4	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PERSIAPAN PEMBORAN	PLAN OF DEVELOPMENT/POD	45.00000	-	-	BOX	-	TERVERIFIKASI	6166
3007	PT Fake	UNIT PELAKSANA	1829	WILAYAH KERJA	Rokan	BN-7	-	Formation Evaluation and Petrophysical Analysis	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PENGUJIAN SUMUR	LAPORAN/ANALISA PERCONTOH	66.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	5342
3008	PT Example	BADAN USAHA	3129	WILAYAH KERJA	Mahakam	BN-8	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	ANALISA FORMASI	EVALUASI FORMASI	39.00000	-	-	ENVELOPE	-	TERVERIFIKASI	2519
3009	PT Oil	UNIVERSITAS	4100	WILAYAH KERJA	Jambi-Merang	BN-6	-	Well Testing and Analysis	PT Oil	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	EKSPLORASI & AKUISISI	DATA EKSPLORASI	31.00000	-	-	ENVELOPE	-	TERVERIFIKASI	6243
3010	PT Example	UNIT PELAKSANA	2537	WILAYAH KERJA	Mahakam	BN-1	-	Well Testing and Analysis	PT Example	2024-03-08 00:00:00	FILM	KEUANGAN	PERSIAPAN PEMBORAN	PLAN OF FURTHER DEVELOPMENT/POFD	69.00000	-	-	SHELF	-	TERVERIFIKASI	1955
3011	Example Co.	BADAN USAHA	1999	WILAYAH KERJA	Mahakam	BN-8	-	Reservoir Management and Field Development Plans	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	KERJA ULANG	STIMULASI SUMUR	56.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	2686
3012	PT Example	BADAN USAHA	1804	WILAYAH KERJA	Attaka	BN-3	-	Formation Evaluation and Petrophysical Analysis	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	74.00000	-	-	BOX	-	TERVERIFIKASI	8587
3013	PT Example	UNIT PELAKSANA	4657	WILAYAH KERJA	Arun	BN-8	-	Reservoir Characterization and Modeling	PT Example	2024-03-08 00:00:00	FILM	KEUANGAN	PRODUKSI	DESAIN PRODUKSI	33.00000	-	-	BOX	-	TERVERIFIKASI	8890
3014	PT Fake	UNIT PELAKSANA	2767	WILAYAH KERJA	Mahakam	BN-8	-	Reservoir Characterization and Modeling	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	PERSIAPAN PEMBORAN	PLAN OF FURTHER DEVELOPMENT/POFD	41.00000	-	-	BOX	-	TERVERIFIKASI	5489
